PermitNum,MasterPermitNum,Description,AppliedDate,IssuedDate,CompletedDate,StatusCurrent,OriginalAddress,OriginalCity,OriginalState,OriginalZip,PIN,ProjectName,PermitType,PermitWorkType,EstProjectCost,EstPhotovoltaicCost,EstSolarCost,NewHousingUnits,ExistingHousingUnits,AffordableHousingUnits,RemovedHousingUnits,AddedSqFt,RemodeledSqFt,RemovedResSqFt,RemovedNonResSqFt,RemovedParkingStructureSqFt,RemovedDescription,PhotovoltaicKilowatt,PhotovoltaicElecVehicleOffset,ElecVehicleChargeStation,SolarSystemDescription,ContractorCompanyName,ContractorTrade,ObjectId
BLD-SFD2021-00094,,"Interior remodel to include: changing interior doors, painting, changing of light bulbs to LED, change forced air furnace and humidifier, changing hot water heater, remodel one bathroom to include changing tile, counter tops and plumbing fixtures, changing kitchen microwave and refrigerator, add built-in bookcase, add storage shelving in closet and pantry, change existing stair rail to stainless steel, change some carpeted areas and add gas fireplace insert at existing masonry fireplace.",2/26/2021,,,Pending at Applicant,354 HOLLYBERRY LN,BOULDER,CO,80305,1.57706E+11,,Building Permit - Single Family Detached Dwelling,Remodel,193188.16,,,,1,,,,3124,,,,,,,,,ELITE HOMES INC,Contractor: General,549
CTR2021-00001,,***COVID RESPONSE Installation of a temporary trailer to house bulk gas storage tanks,2/26/2021,3/4/2021,,Issued,5550 AIRPORT BLVD,BOULDER,CO,80301,1.46321E+11,,Construction/Sales or Relocatable Building Permit,Construction/Sales or Relocatable Building Permit,0,,,,,,,,,,,,,,,,,"SUN CONSTRUCTION & DESIGN SERVICES, INC",Contractor: General,550
CTR2021-00002,,Temporary construction office and storage containers for Target store remodel (BLD-NRE2020-00194),2/26/2021,,,Pending at Applicant,2800 PEARL ST,BOULDER,CO,80301,1.46329E+11,,Construction/Sales or Relocatable Building Permit,Construction/Sales or Relocatable Building Permit,0,,,,,,,,,,,,,,,,,"Ryan Companies US, Inc.",Contractor: General,551
CTR2021-00003,,Construction trailer for 311 Mapleton development.,2/26/2021,3/10/2021,,Issued,311 MAPLETON AVE,BOULDER,CO,80304,1.46125E+11,THE ACADEMY AT MAPLETON HILL (311 MAPLETON),Construction/Sales or Relocatable Building Permit,Construction/Sales or Relocatable Building Permit,0,,,,,,,,,,,,,,,,,SAUNDERS CONSTRUCTION INC,Contractor: General,552
DEM2021-00009,,*Full structure demolition of a 875 sq ft small out building.,2/26/2021,3/22/2021,,Issued,1535 UPLAND AVE,BOULDER,CO,80304,1.46318E+11,,Demolition Permit,Demolition Permit,0,,,,,,,,,,875,,Entire Building,,,,,INSOL BUILDERS LLC,Contractor: General,553
ELE2021-00301,,Installation of two Tesla Powerwalls.,2/26/2021,3/12/2021,,Issued,3305 4TH ST,BOULDER,CO,80304,1.46124E+11,,Electrical Permit,Electrical Permit,24600,24600,,,,,,,,,,,,27,,,,NAMASTE SOLAR ELECTRIC INC,Contractor: Electrical,554
ELE2021-00302,,Installation of a 6.8kw interactive flush mounted Photovoltaic solar system. ,2/26/2021,3/15/2021,,Issued,360 31ST ST,BOULDER,CO,80305,1.57705E+11,,Electrical Permit,Electrical Permit,26311,26311,,,,,,,,,,,,6.8,,,,CAM Solar,Contractor: Electrical,555
ELE2021-00303,BLD-SFD2021-00092,"Kitchen renovation of existing single family home. Level 2 alteration, to include 366 sf and associated mechanical, electrical and plumbing fixture replacement/relocations.",2/26/2021,,,Received,1501 REDWOOD AVE,BOULDER,CO,80304,1.46318E+11,,Electrical Permit,Electrical Sub-Permit,2000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,556
ELE2021-00304,,Several outlets and wiring got wet from water pipe bursting. Replace wiring and devices as needed.,2/26/2021,3/4/2021,,Issued,1127 12TH ST,BOULDER,CO,80302,1.46331E+11,,Electrical Permit,Electrical Permit,1000,,,,,,,,,,,,,,,,,SUPERIOR ELECTRICAL SOLUTIONS,Contractor: Electrical,557
ELE2021-00305,,Water Pipe burst. wiring and devices got wet in several places of home. Replace and rewire as needed,2/26/2021,3/4/2021,,Issued,1045 14TH ST,BOULDER,CO,80302,1.46331E+11,,Electrical Permit,Electrical Permit,4000,,,,,,,,,,,,,,,,,SUPERIOR ELECTRICAL SOLUTIONS,Contractor: Electrical,558
ELE2021-00357,BLD-SFD2021-00107,"Residential addtion in two locations. One addition of 162 Sq. Ft. and the second of 48 Sq.Ft.
with no plumbing alterations or additions.
Exterior Deck at grade of 3?4 Sq. Ft.",3/10/2021,,,Received,1665 ORCHARD AVE,BOULDER,CO,80304,1.46318E+11,,Electrical Permit,Electrical Sub-Permit,2000,,,,,,,,,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,559
ELE2021-00358,BLD-NRE2021-00033,Interior alterations from coffee shop to retail/personal service 818 sf,3/10/2021,,,Received,2810 E COLLEGE AVE,BOULDER,CO,80303,1.46332E+11,,Electrical Permit,Electrical Sub-Permit,12000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,560
ELE2021-00359,BLD-NRE2021-00034,"Tenant remodel and expansion of 1,352 sf., single story, V-B bank branch for a total of 5,742 sf upon completion.  Electrical work will include an upgraded in panels along with a new lighting control panel using both new and existing wiring. New lighting fixtures in the expansion area, teller soffit and restrooms will be installed while the existing light fixtures will be relocated in the existing branch. A combined meter for gas services for the HVAC system will be replacing the two existing meters. Duct work will be a mix of new and reusing the existing with new VAVs and duct heaters. Plumbing scope will be limited to replacing fixtures in existing locations in break room and three, single use, restrooms.",3/10/2021,,,Received,2835 PEARL ST,BOULDER,CO,80301,1.46329E+11,,Electrical Permit,Electrical Sub-Permit,58000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,561
FEN2021-00009,,Rebuild 2 existing asphalt tennis courts in same footprint with a post tensioned concrete overlay on top of existing asphalt with all new 10' tall chain link fence,3/10/2021,,,In Review,999 POPLAR AVE,BOULDER,CO,80304,1.46113E+11,,Fence and Wall Permit,Fence and Wall Permit,12959,,,,,,,,,,,,,,,,,"L.E.R., Inc. dba Renner Sports Surfaces",Contractor: General,562
FIR2021-00084,,Install an AES 7707P-88 radio to monitor the existing Silent Knight 5104B Fire alarm communicator.,3/10/2021,3/11/2021,,Issued,635 MOHAWK DR,BOULDER,CO,80303,1.57704E+11,,Fire Permit,Fire Permit,1400,,,,,,,,,,,,,,,,,"SAFE SYSTEMS, INC",Contractor: Fire,563
ELE2021-00340,BLD-NRE2021-00031,"Suite 360: Tenant finish remodel of existing space including splitting existing room in half and one side becoming consult and the other recovery, new millwork for shared office and new millwork and sink for new treatment room.",3/5/2021,,,Received,2595 CANYON BLVD,BOULDER,CO,80302,1.46329E+11,,Electrical Permit,Electrical Sub-Permit,2000,,,,,,,,,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,564
ELE2021-00308,BLD-SFD2021-00093,"Project is a remodel of an existing master bathroom. The sq ft of the bathroom is approx. 116 sq ft. The scope of work will include the following; removal of a non-bearing wall in middle of bathroom, reframing a new door opening, relocating toilet, double vanity, shower and new free standing tub. Electrical changes include; new bath fan, sconces, couple of recess lights, and new GFI locations. Project includes removing existing wood stove from bedroom",2/26/2021,,,Received,1160 ITHACA DR,BOULDER,CO,80305,1.57708E+11,,Electrical Permit,Electrical Sub-Permit,2100,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,565
FLD2021-00018,,Floodplain development permit for the removal of old garden shed and replacement with new garden shed. Approximately 168 sq ft. Shed will be unconditioned with no power.,3/10/2021,,,Received,2816 CORDRY CT,BOULDER,CO,80303,1.46332E+11,,Floodplain Permit,Non-Public Process,5000,,,,,,,,,,,,,,,,,ERIN SWANEY,Owner/Contractor,566
MEC2021-00427,,Replacing Fireplace with like for like capacity,3/10/2021,3/16/2021,,Issued,2852 KALMIA AVE 101,BOULDER,CO,80301,1.4632E+11,,Mechanical Permit,Mechanical HVAC/Solar,4280,,,,,,,,,,,,,,,,,One Source Renovations,Contractor: General,567
MEC2021-00428,,"Like For Like Replacement of 2 stage 80,000 BTU 96% furnace. Addition of 2 ton Air Conditioning System.",3/10/2021,,,Pending at Applicant,4395 DARLEY AVE,BOULDER,CO,80305,1.57708E+11,,Mechanical Permit,Mechanical HVAC/Solar,7000,,,,,,,,,,,,,,,,,The Crowe Corp dba Vectra Mechanical,Contractor: Mechanical,568
MEC2021-00429,BLD-SFD2021-00103,"140 sf kitchen and 1/2 bath remodel, with addition of a window. Includes relocation of electrical and plumbing fixtures, new furnace, new water heater. Associated with ENF2021-00102",3/10/2021,,,Received,4138 AUTUMN CT,BOULDER,CO,80304,1.46317E+11,,Mechanical Permit,Mechanical Sub-Permit,7500,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,569
MEC2021-00430,,Installation of Central AC,3/10/2021,,,Pending at Applicant,3260 SENTINEL DR,BOULDER,CO,80301,1.46321E+11,,Mechanical Permit,Mechanical HVAC/Solar,3860,,,,,,,,,,,,,,,,,MEYERS HEATING AND A/C,Contractor: Mechanical,570
MEC2021-00431,BLD-SFD2021-00104,"Addition to a single family detached dwelling.  Scope includes of  an attached garage 
with 2 bedrooms and a master suite (bath and closet) above garage.
Addition to extend dining room area.  scope includes alteration to existing deck and addition of a covered front porch.",3/10/2021,,,Received,871 ITHACA DR,BOULDER,CO,80305,1.57708E+11,,Mechanical Permit,Mechanical Sub-Permit,7000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,571
MEC2021-00432,BLD-SFD2021-00105,Single Family Residential Kitchen and Bath Remodel including removal of structural partition walls per engineering to open kitchen to living room. Remodel of main level powder bath and both upper level bathrooms quantity and location of fixtures to remain. Approximately 450 SF of work area.,3/10/2021,,,Received,945 11TH ST,BOULDER,CO,80302,1.46331E+11,,Mechanical Permit,Mechanical Sub-Permit,1800,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,572
MEC2021-00433,BLD-SFD2021-00106,"Single family residential kitchen remodel including removal of non-structural partition wall to expand kitchen into mudroom. Replacement of existing windows and exterior doors, including reducing the size of the patio door from a 3-panel to a 2-panel slider. Install new fireplace.",3/10/2021,,,Received,4842 FRANKLIN DR,BOULDER,CO,80301,1.46322E+11,,Mechanical Permit,Mechanical Sub-Permit,1200,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,573
MEC2021-00434,BLD-SFD2021-00107,"Residential addtion in two locations. One addition of 162 Sq. Ft. and the second of 48 Sq.Ft.
with no plumbing alterations or additions.
Exterior Deck at grade of 3?4 Sq. Ft.",3/10/2021,,,Received,1665 ORCHARD AVE,BOULDER,CO,80304,1.46318E+11,,Mechanical Permit,Mechanical Sub-Permit,5000,,,,,,,,,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,574
MEC2021-00435,BLD-NRE2021-00033,Interior alterations from coffee shop to retail/personal service 818 sf,3/10/2021,,,Received,2810 E COLLEGE AVE,BOULDER,CO,80303,1.46332E+11,,Mechanical Permit,Mechanical Sub-Permit,7000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,575
ELE2021-00327,BLD-NRE2021-00030,"Suite P: Highline Aesthetics tenant improvement. Interior only tenant improvements, to include construction of non load-bearing interior partitions, a newly revise ADA/ANSI compliant restroom, a new flex/break room, a new wash/laundry room, new water heater, new lighting, new electrical outlets, new counter and sink, new finishes. All work shall be ADA/ANSI compliant.",3/3/2021,,,Received,637 S BROADWAY,BOULDER,CO,80305,1.57708E+11,,Electrical Permit,Electrical Sub-Permit,6100,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,576
MEC2021-00436,BLD-NRE2021-00034,"Tenant remodel and expansion of 1,352 sf., single story, V-B bank branch for a total of 5,742 sf upon completion.  Electrical work will include an upgraded in panels along with a new lighting control panel using both new and existing wiring. New lighting fixtures in the expansion area, teller soffit and restrooms will be installed while the existing light fixtures will be relocated in the existing branch. A combined meter for gas services for the HVAC system will be replacing the two existing meters. Duct work will be a mix of new and reusing the existing with new VAVs and duct heaters. Plumbing scope will be limited to replacing fixtures in existing locations in break room and three, single use, restrooms.",3/10/2021,,,Received,2835 PEARL ST,BOULDER,CO,80301,1.46329E+11,,Mechanical Permit,Mechanical Sub-Permit,60000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,577
PLB2021-00134,BLD-SFD2021-00103,"140 sf kitchen and 1/2 bath remodel, with addition of a window. Includes relocation of electrical and plumbing fixtures, new furnace, new water heater. Associated with ENF2021-00102",3/10/2021,,,Received,4138 AUTUMN CT,BOULDER,CO,80304,1.46317E+11,,Plumbing Permit,Plumbing Sub-Permit,2500,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,578
PLB2021-00135,BLD-SFD2021-00104,"Addition to a single family detached dwelling.  Scope includes of  an attached garage 
with 2 bedrooms and a master suite (bath and closet) above garage.
Addition to extend dining room area.  scope includes alteration to existing deck and addition of a covered front porch.",3/10/2021,,,Received,871 ITHACA DR,BOULDER,CO,80305,1.57708E+11,,Plumbing Permit,Plumbing Sub-Permit,2000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,579
PLB2021-00136,BLD-SFD2021-00105,"Single Family Residential Kitchen and Bath Remodel including removal of structural partition walls per engineering to open kitchen to living room. Remodel of main level powder bath and both upper level bathrooms quantity and location of fixtures to remain. Approximately 450 SF of work area. Scope includes MEP, new electrical meter/panel upgrade, 200 Amp service.",3/10/2021,,,Received,945 11TH ST,BOULDER,CO,80302,1.46331E+11,,Plumbing Permit,Plumbing Sub-Permit,6400,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,580
PLB2021-00137,BLD-SFD2021-00106,"Single family residential kitchen remodel including removal of non-structural partition wall to expand kitchen into mudroom. Replacement of existing windows and exterior doors, including reducing the size of the patio door from a 3-panel to a 2-panel slider. Install new fireplace.",3/10/2021,,,Received,4842 FRANKLIN DR,BOULDER,CO,80301,1.46322E+11,,Plumbing Permit,Plumbing Sub-Permit,3800,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,581
PLB2021-00138,BLD-NRE2021-00033,Interior alterations from coffee shop to retail/personal service 818 sf,3/10/2021,,,Received,2810 E COLLEGE AVE,BOULDER,CO,80303,1.46332E+11,,Plumbing Permit,Plumbing Sub-Permit,7500,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,582
PLB2021-00139,BLD-NRE2021-00034,"Tenant remodel and expansion of 1,352 sf., single story, V-B bank branch for a total of 5,742 sf upon completion.  Electrical work will include an upgraded in panels along with a new lighting control panel using both new and existing wiring. New lighting fixtures in the expansion area, teller soffit and restrooms will be installed while the existing light fixtures will be relocated in the existing branch. A combined meter for gas services for the HVAC system will be replacing the two existing meters. Duct work will be a mix of new and reusing the existing with new VAVs and duct heaters. Plumbing scope will be limited to replacing fixtures in existing locations in break room and three, single use, restrooms.",3/10/2021,,,Received,2835 PEARL ST,BOULDER,CO,80301,1.46329E+11,,Plumbing Permit,Plumbing Sub-Permit,9400,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,583
ROW2021-00246,,"Access HH for splicing only, job# N.829746",3/10/2021,3/10/2021,,Issued,1155 CANYON BLVD,BOULDER,CO,80302,1.4633E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,CENTURYLINK - ROW,Contractor: Right-of-Way,584
ROW2021-00247,,"Occupy ROW, pump truck, traffic/pedestrian control for concrete work in the property. (see conditions once permit is issued)",3/10/2021,3/10/2021,,Issued,2008 PEARL ST,BOULDER,CO,80302,1.4633E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Sunnyside Builders LLC,Contractor: Right-of-Way,585
ROW2021-00248,,"Occupy ROW, close sidewalk for pump truck",3/10/2021,,,Payment Pending,3091 6TH ST,BOULDER,CO,80304,1.46124E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,JOSE G MARTINEZ LANDSCAPING,Contractor: Right-of-Way,586
SGN2021-00024,,Installl  2' x 3' White Oak single sided hanging sign panel.,3/10/2021,,,Revisions - Resubmit,1537 PEARL ST,BOULDER,CO,80302,1.4633E+11,,Sign Permit,Sign Permit,2912,,,,,,,,,,,,,,,,,"SCHLOSSER SIGNS, INC",Contractor: General,587
UTL2021-00256,,Replace water line in the yard due to leaks,3/10/2021,3/10/2021,,Issued,905 35TH ST,BOULDER,CO,80303,1.46332E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,588
UTL2021-00257,,Sewer repair in alley,3/10/2021,3/18/2021,,Issued,2129 13TH ST,BOULDER,CO,80302,1.4633E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,589
UTL2021-00258,,in-property sewer repair,3/10/2021,3/10/2021,3/12/2021,Letter of Completion,1964 28TH ST,BOULDER,CO,80301,1.46329E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,590
BLD-ACC2021-00028,,Replacement of a 160 sqft rear deck for a single family detached dwelling.  No minor modification required.,3/9/2021,3/19/2021,,Issued,5873 S ORCHARD CREEK CIR,BOULDER,CO,80301,1.46315E+11,,Building Permit - Accessory,Addition,10000,,,,,,,160,,,,,,,,,,ROCKY MOUNTAIN IMPROVEMENTS LL,Contractor: General,591
BLD-SFD2021-00099,,"Kitchen remodel of 240 sf. Full bathroom remodel to 3/4 bathroom of 34 sf. Half bathroom remodel to 3/4 bathroom of 48 sf. Existing Basement Laundry/bathroom (of 150sf) remodeled to, 3/4 bathroom of 35 sf, a laundry room of 70sf, and 2 storage rooms of 20 & 6 sf. Basement storage area enclosure of 30 sf",3/9/2021,,,Payment Pending,520 S 42ND ST,BOULDER,CO,80305,1.57708E+11,,Building Permit - Single Family Detached Dwelling,Remodel,70000,,,,,,,,483,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,592
BLD-SFD2021-00100,,"Foundation repair for a single family detached dwelling, including the installation of twelve helical piers around and in the crawlspace of the NE portion of the foundation..",3/9/2021,3/18/2021,,Issued,350 LIPAN WAY,BOULDER,CO,80303,1.57704E+11,,Building Permit - Single Family Detached Dwelling,Repair,13200,,,,,,,,200,,,,,,,,,Ram Jack of Colorado,Contractor: General,593
BLD-SFD2021-00101,,"An upper floor addition to provide a new Master Suite plus a full remodel of the existing house. The addition will add 600 sq. ft. of new living space to the upper floor (825 sq. ft. existing) plus a new uncovered deck 461 sq. ft. The existing main floor (1094 sq. ft.) and the existing basement (844 sq. ft.) will have a full remodel including all new windows and doors, new mechanical plus energy upgrades.",3/9/2021,,,In Review,1040 MIAMI WAY,BOULDER,CO,80305,1.57708E+11,,Building Permit - Single Family Detached Dwelling,Addition and Remodel,365000,,,,,,,1174,2736,,,,,,,,,Michael Mook,Owner/Contractor,594
BLD-SFD2021-00102,,Closing in the second story floor of a loft for an additional 87 sq. ft (infill of what was previously high volume space open to below).  Adding a pocket door for acoustical separation from the rest of the house.  Enlarging existing upper level/loft 1/2 bath to 3/4 bath by the addition of a shower.,3/9/2021,,,Pending at Applicant,4778 18TH ST,BOULDER,CO,80304,1.46307E+11,,Building Permit - Single Family Detached Dwelling,Remodel,14500,,,,1,,,,87,,,,,,,,,GRANT PLACE BUILDERS INC,Contractor: General,595
